31.07.2017;42947;773;24;2.57
01.08.2017;42948;803;27;3.22
02.08.2017;42949;846;24;2.08
03.08.2017;42950;848;26;2.85
04.08.2017;42951;670;23;2.66
05.08.2017;42952;589;22;2.76
06.08.2017;42953;110;17;3.23
07.08.2017;42954;640;18;2.33
08.08.2017;42955;362;19;2.33
09.08.2017;42956;0;16;2.45
10.08.2017;42957;158;12;3.5
11.08.2017;42958;0;11;5.01
12.08.2017;42959;341;15;4.81
13.08.2017;42960;542;18;2.13
14.08.2017;42961;447;19;0.99
15.08.2017;42962;875;23;1.71
16.08.2017;42963;600;21;1.51
17.08.2017;42964;786;22;1.38
18.08.2017;42965;631;22;2.83
19.08.2017;42966;435;17;2.93
20.08.2017;42967;453;16;1.3
21.08.2017;42968;524;16;0.82
22.08.2017;42969;734;18;1.12
23.08.2017;42970;723;21;1.67
24.08.2017;42971;493;23;2.24
25.08.2017;42972;753;24;1.43
26.08.2017;42973;737;24;1.87
27.08.2017;42974;380;24;2.48
28.08.2017;42975;566;23;1.91
29.08.2017;42976;730;21;1.27
30.08.2017;42977;574;24;1.64
31.08.2017;42978;0;17;2.89
01.09.2017;42979;0;13;2.75
02.09.2017;42980;58;12;2.32
03.09.2017;42981;404;12;2.22
04.09.2017;42982;248;13;1.94
05.09.2017;42983;529;18;2.31
06.09.2017;42984;359;17;3.92
07.09.2017;42985;485;15;2.86
08.09.2017;42986;683;15;3.26
09.09.2017;42987;2;13;2.71
10.09.2017;42988;124;11;2.72
11.09.2017;42989;223;12;3.78
12.09.2017;42990;353;11;4.99
13.09.2017;42991;349;14;6.36
14.09.2017;42992;381;13;7.72
15.09.2017;42993;219;11;2.44
16.09.2017;42994;120;10;2.27
17.09.2017;42995;0;7;2.98
18.09.2017;42996;284;11;2.27
19.09.2017;42997;19;10;3.18
20.09.2017;42998;241;11;2.1
21.09.2017;42999;678;12;2.29
22.09.2017;43000;478;15;1.56
23.09.2017;43001;668;15;1.17
24.09.2017;43002;339;15;0.94
25.09.2017;43003;580;14;1.15
26.09.2017;43004;290;14;1.51
27.09.2017;43005;557;16;0.46
28.09.2017;43006;396;17;1.76
29.09.2017;43007;100;17;1.03
30.09.2017;43008;256;16;3
01.10.2017;43009;430;13;1.87
02.10.2017;43010;82;15;3.7
03.10.2017;43011;70;14;4.64
04.10.2017;43012;442;13;1.97
05.10.2017;43013;566;14;4.61
06.10.2017;43014;146;9;3.9
07.10.2017;43015;505;10;2.77
08.10.2017;43016;106;10;4.64
09.10.2017;43017;199;11;1.99
10.10.2017;43018;541;12;2.78
11.10.2017;43019;661;14;2.39
12.10.2017;43020;516;15;3.32
13.10.2017;43021;575;15;0.7
14.10.2017;43022;555;15;0.8
15.10.2017;43023;649;16;0.7
16.10.2017;43024;645;17;1.01
17.10.2017;43025;605;17;0.87
18.10.2017;43026;631;15;1.46
19.10.2017;43027;431;14;1.4
20.10.2017;43028;457;16;3.13
21.10.2017;43029;265;16;3.96
22.10.2017;43030;137;9;5.93
23.10.2017;43031;38;8;5.67
24.10.2017;43032;140;11;2.71
25.10.2017;43033;505;14;1.47
26.10.2017;43034;429;15;1.69
27.10.2017;43035;116;12;3.9
28.10.2017;43036;255;8;4.28
29.10.2017;43037;0;8;6.93
30.10.2017;43038;432;5;2.7
31.10.2017;43039;489;5;2.13
01.11.2017;43040;538;8;0.74
02.11.2017;43041;49;11;4.51
03.11.2017;43042;360;12;1.42
04.11.2017;43043;473;12;2.28
05.11.2017;43044;0;8;3.77
06.11.2017;43045;15;6;4.71
07.11.2017;43046;20;5;3.56
08.11.2017;43047;0;6;2.4
09.11.2017;43048;0;5;1.22
10.11.2017;43049;41;6;4.81
11.11.2017;43050;0;8;8.03
12.11.2017;43051;41;8;9.03
13.11.2017;43052;147;3;4.21
14.11.2017;43053;364;2;2.21
15.11.2017;43054;542;2;4.4
16.11.2017;43055;427;2;0.93
17.11.2017;43056;516;3;2.04
18.11.2017;43057;341;2;2.25
19.11.2017;43058;164;2;7.25
20.11.2017;43059;48;4;4.28
21.11.2017;43060;247;8;5.69
22.11.2017;43061;520;9;1.74
23.11.2017;43062;376;9;2.01
24.11.2017;43063;341;11;3.12
25.11.2017;43064;0;6;4.77
26.11.2017;43065;94;2;5.64
27.11.2017;43066;249;3;5.69
28.11.2017;43067;41;4;5.55
29.11.2017;43068;3;2;2.72
30.11.2017;43069;0;0;4.54
01.12.2017;43070;209;0;2.69
02.12.2017;43071;463;-1;7.86
03.12.2017;43072;283;-1;2.72
04.12.2017;43073;0;2;6.42
05.12.2017;43074;427;3;2.2
06.12.2017;43075;400;1;0.89
07.12.2017;43076;512;3;2.87
08.12.2017;43077;27;3;8.31
09.12.2017;43078;222;-2;6.92
10.12.2017;43079;0;2;6.86
11.12.2017;43080;41;6;7.27
12.12.2017;43081;71;3;4.96
13.12.2017;43082;235;2;3.87
14.12.2017;43083;0;6;9.09
15.12.2017;43084;280;4;6.74
16.12.2017;43085;0;2;5.68
17.12.2017;43086;16;0;6.51
18.12.2017;43087;0;1;4.58
19.12.2017;43088;31;2;2.12
20.12.2017;43089;122;2;2.25
21.12.2017;43090;0;3;2.05
22.12.2017;43091;0;4;2.22
23.12.2017;43092;492;5;1.19
27.12.2017;43096;0;2;3.84
28.12.2017;43097;70;0;11.07
29.12.2017;43098;262;0;5.76
30.12.2017;43099;0;6;8.34
31.12.2017;43100;518;9;5.65
